scenario_id,strategy,latency_ms,cpu_ms,error,
S00697,Hybrid,1008.388,17.876,None,
S00698,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00698,Reference,6174.894,202.656,None,
S00698,Hybrid,6539,75.898,None,
S00699,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00699,Reference,120.572,3.043,None,
S00699,Hybrid,149.042,5.33,None,
S00700,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00700,Reference,1377.621,37.713,None,
S00700,Hybrid,1462.519,20.744,None,
S00701,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00701,Reference,8876.478,116.838,None,
S00701,Hybrid,11911.394,91.606,None,
S00702,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00702,Reference,227.284,2.202,None,
S00702,Hybrid,222.746,2.618,None,
S00703,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00703,Reference,1720.938,35.711,None,
S00703,Hybrid,1832.561,14.439,None,
S00704,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00704,Reference,10154.52,160.78,None,
S00704,Hybrid,9388.549,99.578,None,
S00705,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00705,Reference,303.668,6.336,None,
S00705,Hybrid,179.133,6.321,None,
S00706,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00706,Reference,1724.617,35.011,None,
S00706,Hybrid,2800.587,28.7,None,
S00707,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00707,Reference,9626.509,197.583,None,
S00707,Hybrid,8668.472,115.693,None,
S00708,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00708,Reference,343.695,23.005,None,
S00708,Hybrid,348.172,36.283,None,
S00709,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00709,Reference,3026.507,235.836,None,
S00709,Hybrid,3269.619,273.714,None,
S00710,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00710,Reference,14295.247,1183.657,None,
S00710,Hybrid,17399.29,1729.629,None,
S00711,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00711,Reference,408.741,33.479,None,
S00711,Hybrid,265.395,20.338,None,
S00712,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00712,Reference,2940.002,313.263,None,
S00712,Hybrid,3296.742,271.921,None,
S00713,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00713,Reference,15645.424,1207.627,None,
S00713,Hybrid,15631.626,1364.138,None,
S00714,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00714,Reference,395.361,41.741,None,
S00714,Hybrid,439.579,52.71,None,
S00715,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00715,Reference,3122.483,318.165,None,
S00715,Hybrid,3521.619,352.596,None,
S00716,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00716,Reference,15935.189,1340.473,None,
S00716,Hybrid,8423.008,563.492,None,
S00717,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00717,Reference,226.006,19.13,None,
S00717,Hybrid,253.478,26.969,None,
S00718,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00718,Reference,2113.602,234.669,None,
S00718,Hybrid,2019.276,185.008,None,
S00719,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00719,Reference,12751.408,1495.761,None,
S00719,Hybrid,13602.368,1667.321,None,
S00720,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00720,Reference,22.964,3.917,None,
S00720,Hybrid,30.311,3.06,None,
S00721,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00721,Reference,252.653,36.76,None,
S00721,Hybrid,165.621,17.999,None,
S00722,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00722,Reference,1222.34,160.909,None,
S00722,Hybrid,898.373,106.437,None,
S00723,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00723,Reference,26.948,2.614,None,
S00723,Hybrid,19.349,1.903,None,
S00724,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00724,Reference,211.434,25.008,None,
S00724,Hybrid,251.231,35.16,None,
S00725,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00725,Reference,979.321,122.841,None,
S00725,Hybrid,932.075,89.701,None,
S00726,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00726,Reference,28.228,2.486,None,
S00726,Hybrid,26.46,3.545,None,
S00727,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00727,Reference,201.923,24.843,None,
S00727,Hybrid,155.687,17.536,None,
S00728,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00728,Reference,1046.069,106.7,None,
S00728,Hybrid,884.518,104.305,None,
S00729,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00729,Reference,30.386,3.54,None,
S00729,Hybrid,28.98,3.38,None,
S00730,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00730,Reference,144.352,13.515,None,
S00730,Hybrid,244.389,34.313,None,
S00731,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00731,Reference,1062.09,163.621,None,
S00731,Hybrid,1036.559,144.59,None,
S00732,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00732,Reference,114.652,20.18,None,
S00732,Hybrid,212.291,39.148,None,
S00733,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00733,Reference,1419.494,249.723,None,
S00733,Hybrid,1366.522,251.209,None,
S00734,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00734,Reference,7927.535,1481.762,None,
S00734,Hybrid,4752.118,838.13,None,
S00735,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00735,Reference,115.454,22.242,None,
S00735,Hybrid,126.787,25.627,None,
S00736,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00736,Reference,2051.586,381.057,None,
S00736,Hybrid,923.551,164.354,None,
S00737,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00737,Reference,4852.795,858.323,None,
S00737,Hybrid,2768.512,437.945,None,
S00738,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00738,Reference,199.861,32.374,None,
S00738,Hybrid,271.515,51.66,None,
S00739,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00739,Reference,352.413,45.028,None,
S00739,Hybrid,933.531,167.961,None,
S00740,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00740,Reference,4857.588,852.236,None,
S00740,Hybrid,8706.918,1630.314,None,
S00741,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00741,Reference,130.502,24.024,None,
S00741,Hybrid,108.677,19.834,None,
S00742,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00742,Reference,1423.598,279.631,None,
S00742,Hybrid,1057.813,194.671,None,
S00743,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00743,Reference,5586.353,1033.912,None,
S00743,Hybrid,5842.173,1058.531,None,
S00744,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00744,Reference,186.879,5.504,None,
S00744,Hybrid,178.337,3.057,None,
S00745,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00745,Reference,2537.681,48.141,None,
S00745,Hybrid,1676.592,32.678,None,
S00746,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00746,Reference,9999.722,208.26,None,
S00746,Hybrid,7977.684,158.841,None,
S00747,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00747,Reference,172.927,4.858,None,
S00747,Hybrid,203.079,2.644,None,
S00748,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00748,Reference,2133.024,35.859,None,
S00748,Hybrid,2099.23,15.194,None,
S00749,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00749,Reference,9739.911,143.001,None,
S00749,Hybrid,10926.094,125.706,None,
S00750,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00750,Reference,152.364,3.331,None,
S00750,Hybrid,193.682,2.911,None,
S00751,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00751,Reference,2030.156,36.5,None,
S00751,Hybrid,1375.546,37.673,None,
S00752,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00752,Reference,5724.488,76.404,None,
S00752,Hybrid,7538.91,118.063,None,
S00753,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00753,Reference,111.396,3.374,None,
S00753,Hybrid,125.355,2.789,None,
S00754,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00754,Reference,1282.54,22.78,None,
S00754,Hybrid,1349.781,12.101,None,
S00755,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00755,Reference,5250.042,108.882,None,
S00755,Hybrid,5581.11,112.107,None,
S00756,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00756,Reference,139.26,8.307,None,
S00756,Hybrid,233.787,25.814,None,
S00757,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00757,Reference,2077.877,153.957,None,
S00757,Hybrid,2623.994,292.804,None,
S00758,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00758,Reference,6947.132,415.701,None,
S00758,Hybrid,10496.917,1027.787,None,
S00759,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00759,Reference,204.643,16.342,None,
S00759,Hybrid,262.355,27.428,None,
S00760,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00760,Reference,2314.081,96.18,None,
S00760,Hybrid,2959.339,208.275,None,
S00761,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00761,Reference,12859.347,852.685,None,
S00761,Hybrid,14826.91,1391.821,None,
S00762,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00762,Reference,343.143,41.096,None,
S00762,Hybrid,299.963,28.505,None,
S00763,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00763,Reference,2802.473,162.482,None,
S00763,Hybrid,2191.734,122.627,None,
S00764,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00764,Reference,15247.067,1027.234,None,
S00764,Hybrid,13976.496,806.978,None,
S00765,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00765,Reference,286.209,16.21,None,
S00765,Hybrid,287.139,30.602,None,
S00766,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00766,Reference,2204.908,85.017,None,
S00766,Hybrid,2460.355,160.236,None,
S00767,Embed,None,None,ERROR: batch op errors occurred, full error: {'writeError
S00767,Reference,17006.949,1187.734,None,
S00767,Hybrid,11617.785,400.582,None,
S00768,Embed,7.245,1.689,None,
S00768,Reference,4.273,0.914,None,
S00768,Hybrid,4,0.97,None,
S00769,Embed,11.14,2.417,None,
S00769,Reference,22.512,5.587,None,
S00769,Hybrid,10.561,2.514,None,
S00770,Embed,13.951,2.998,None,
S00770,Reference,146.218,35.446,None,
S00770,Hybrid,51.548,12.839,None,
S00771,Embed,6.646,1.377,None,
S00771,Reference,4.236,0.906,None,
S00771,Hybrid,2.556,0.716,None,
S00772,Embed,11.78,2.604,None,
S00772,Reference,19.37,4.647,None,
S00772,Hybrid,19.146,4.724,None,
S00773,Embed,5.115,1.229,None,
S00773,Reference,111.531,28.493,None,
S00773,Hybrid,42.38,10.079,None,
S00774,Embed,8.027,2.063,None,
S00774,Reference,9.2,1.015,None,
S00774,Hybrid,8.015,1.322,None,
S00775,Embed,7.873,1.949,None,
S00775,Reference,29.132,6.803,None,
S00775,Hybrid,15.1,2.785,None,
S00776,Embed,4.689,1.062,None,
S00776,Reference,90.392,21.38,None,
S00776,Hybrid,53.05,12.115,None,
S00777,Embed,4.963,1.148,None,
S00777,Reference,9.11,1.016,None,
S00777,Hybrid,8.194,1.138,None,
S00778,Embed,5.614,1.328,None,
S00778,Reference,26.023,5.22,None,
S00778,Hybrid,12.232,2.509,None,
S00779,Embed,7.445,1.47,None,
S00779,Reference,143.526,34.542,None,
S00779,Hybrid,60.007,14.212,None,
S00780,Embed,6.344,1.294,None,
S00780,Reference,6.2,1.387,None,
S00780,Hybrid,7.971,1.753,None,
S00781,Embed,13.126,2.761,None,
S00781,Reference,101.172,20.773,None,
S00781,Hybrid,37.144,8.626,None,
S00782,Embed,6.181,1.435,None,
S00782,Reference,242.151,51.427,None,
S00782,Hybrid,229.757,51.601,None,
S00783,Embed,11.519,2.438,None,
S00783,Reference,10.324,2.187,None,
S00783,Hybrid,3.735,0.979,None,
S00784,Embed,11.63,2.596,None,
S00784,Reference,38.104,9.018,None,
S00784,Hybrid,42.837,10.266,None,
S00785,Embed,5.744,1.357,None,
S00785,Reference,168.936,36.949,None,
S00785,Hybrid,344.1,71.577,None,
S00786,Embed,4.674,1.03,None,
S00786,Reference,12.54,1.873,None,
S00786,Hybrid,9.003,1.304,None,
S00787,Embed,12.076,2.32,None,
S00787,Reference,77.046,13.13,None,
S00787,Hybrid,47.396,10.658,None,
S00788,Embed,6.409,1.6,None,
S00788,Reference,275.717,58.233,None,
S00788,Hybrid,141.524,32.491,None,
S00789,Embed,17.619,2.744,None,
S00789,Reference,12.885,1.949,None,
S00789,Hybrid,15.404,2.554,None,
S00790,Embed,10.701,2.398,None,
S00790,Reference,43.202,8.818,None,
S00790,Hybrid,43.382,9.565,None,
S00791,Embed,9.283,2.174,None,
S00791,Reference,363.812,77.999,None,
S00791,Hybrid,164.18,37.544,None,
S00792,Embed,9.894,1.772,None,
S00792,Reference,4.269,0.686,None,
S00792,Hybrid,4.493,0.803,None,
S00793,Embed,7.206,1.599,None,
S00793,Reference,22.4,5.182,None,
S00793,Hybrid,14.486,3.498,None,
S00794,Embed,8.509,1.37,None,
S00794,Reference,104.023,22.549,None,
S00794,Hybrid,61.783,12.995,None,
S00795,Embed,5.543,1.14,None,
S00795,Reference,6.484,1.409,None,
S00795,Hybrid,5.484,0.664,None,
S00796,Embed,11.584,1.57,None,
S00796,Reference,28.299,6.596,None,
S00796,Hybrid,11.792,2.787,None,
S00797,Embed,17.07,3.604,None,
S00797,Reference,103.924,22.872,None,
S00797,Hybrid,68.46,14.572,None,
S00798,Embed,8.849,1.946,None,
S00798,Reference,10.591,1.154,None,
S00798,Hybrid,8.593,1.185,None,
S00799,Embed,10.183,2.2,None,
S00799,Reference,31.286,6.096,None,
S00799,Hybrid,20.875,3.907,None,
S00800,Embed,9.853,2.212,None,
S00800,Reference,129.651,28.736,None,
S00800,Hybrid,64.601,12.254,None,
S00801,Embed,13.629,3.155,None,
S00801,Reference,10.722,1.305,None,
S00801,Hybrid,7.195,1.075,None,
S00802,Embed,25.619,5.641,None,
S00802,Reference,39.118,7.209,None,
S00802,Hybrid,17.468,3.054,None,
S00803,Embed,12.321,2.74,None,
S00803,Reference,151.008,33.75,None,
S00803,Hybrid,64.595,12.907,None,
S00804,Embed,7.764,1.43,None,
S00804,Reference,6.858,1.523,None,
S00804,Hybrid,5.866,1.075,None,
S00805,Embed,15.115,3.277,None,
S00805,Reference,67.631,13.369,None,
S00805,Hybrid,43.071,9.045,None,
S00806,Embed,9.033,1.913,None,
S00806,Reference,164.065,35.91,None,
S00806,Hybrid,238.3,54.905,None,
S00807,Embed,9.717,2.134,None,
S00807,Reference,6.901,1.389,None,
S00807,Hybrid,9.136,1.683,None,
S00808,Embed,13.238,2.85,None,
S00808,Reference,66.617,13.553,None,
S00808,Hybrid,32.858,7.32,None,
S00809,Embed,9.421,1.854,None,
S00809,Reference,286.478,63.297,None,
S00809,Hybrid,157.829,34.418,None,
S00810,Embed,9.46,2.212,None,
S00810,Reference,14.201,1.963,None,
S00810,Hybrid,12.085,1.915,None,
S00811,Embed,6.417,1.309,None,
S00811,Reference,53.436,10.921,None,
S00811,Hybrid,52.669,11.271,None,
S00812,Embed,15.328,3.355,None,
S00812,Reference,331.63,67.08,None,
S00812,Hybrid,314.811,67.35,None,
S00813,Embed,13.406,2.995,None,
S00813,Reference,13.209,1.789,None,
S00813,Hybrid,11.615,1.618,None,
S00814,Embed,12.998,2.753,None,
S00814,Reference,48.509,10.341,None,
S00814,Hybrid,40.186,8.344,None,
S00815,Embed,17.228,3.444,None,
S00815,Reference,340.475,73.75,None,
S00815,Hybrid,320.495,70.453,None,
S00816,Embed,15.387,3.33,None,
S00816,Reference,3.522,0.997,None,
S00816,Hybrid,4.279,0.962,None,
S00817,Embed,5.646,1.261,None,
S00817,Reference,29.732,7.239,None,
S00817,Hybrid,14.758,3.438,None,
S00818,Embed,8.792,2.069,None,
S00818,Reference,129.407,31.615,None,
S00818,Hybrid,56.502,14.464,None,
S00819,Embed,11.731,2.592,None,
S00819,Reference,7.691,1.282,None,
S00819,Hybrid,4.839,1.212,None,
S00820,Embed,5.862,1.379,None,
S00820,Reference,30.233,7.546,None,
S00820,Hybrid,12.348,3.236,None,
S00821,Embed,11.216,2.506,None,
S00821,Reference,145.29,35.138,None,
S00821,Hybrid,48.69,12.667,None,
S00822,Embed,4.29,0.915,None,
S00822,Reference,9.058,1.171,None,
S00822,Hybrid,8.559,1.186,None,
S00823,Embed,11.675,2.901,None,
S00823,Reference,37.737,7.456,None,
S00823,Hybrid,17.931,3.514,None,
S00824,Embed,6.273,1.346,None,
S00824,Reference,146.853,35.639,None,
S00824,Hybrid,69.7,16.536,None,
S00825,Embed,6.508,1.696,None,
S00825,Reference,9.371,1.086,None,
S00825,Hybrid,8.852,1.378,None,
S00826,Embed,18.215,3.735,None,
S00826,Reference,31.036,6.771,None,
S00826,Hybrid,19.198,4.051,None,
S00827,Embed,10.281,2.04,None,
S00827,Reference,141.72,35.91,None,
S00827,Hybrid,50.028,11.481,None,
S00828,Embed,14.507,3.415,None,
S00828,Reference,7.685,1.514,None,
S00828,Hybrid,4.872,1.278,None,
S00829,Embed,21.165,3.025,None,
S00829,Reference,60.561,14.338,None,
S00829,Hybrid,50.308,11.332,None,
S00830,Embed,8.607,2.035,None,
S00830,Reference,255.553,57.782,None,
S00830,Hybrid,149.346,34.921,None,
S00831,Embed,5.973,1.23,None,
S00831,Reference,7.818,1.553,None,
S00831,Hybrid,7.702,1.787,None,
S00832,Embed,5.86,1.437,None,
S00832,Reference,41.267,9.366,None,
S00832,Hybrid,47.514,9.239,None,
S00833,Embed,8.424,1.974,None,
S00833,Reference,314.914,71.222,None,
S00833,Hybrid,120.903,28.978,None,
S00834,Embed,5.8,1.044,None,
S00834,Reference,12.857,1.812,None,
S00834,Hybrid,11.342,2.203,None,
S00835,Embed,11.158,1.846,None,
S00835,Reference,66.847,14.024,None,
S00835,Hybrid,22.385,4.912,None,
S00836,Embed,7.405,1.524,None,
S00836,Reference,242.8,52.576,None,
S00836,Hybrid,178.426,40.592,None,
S00837,Embed,10.135,1.785,None,
S00837,Reference,11.26,1.759,None,
S00837,Hybrid,8.999,1.677,None,
S00838,Embed,9.878,2.197,None,
S00838,Reference,52.324,11.092,None,
S00838,Hybrid,44.195,9.629,None,
S00839,Embed,12.52,2.605,None,
S00839,Reference,223.832,50.221,None,
S00839,Hybrid,105.527,24.049,None,
S00840,Embed,12.043,2.306,None,
S00840,Reference,3.963,0.598,None,
S00840,Hybrid,4.634,0.825,None,
S00841,Embed,14.225,2.662,None,
S00841,Reference,27.2,6.098,None,
S00841,Hybrid,14.849,3.273,None,
S00842,Embed,19.775,3.284,None,
S00842,Reference,160.828,36.597,None,
S00842,Hybrid,81.589,17.568,None,
S00843,Embed,5.511,0.982,None,
S00843,Reference,2.869,0.795,None,
S00843,Hybrid,5.723,1.174,None,
S00844,Embed,14.83,2.699,None,
S00844,Reference,26.436,5.666,None,
S00844,Hybrid,14.596,3.486,None,
S00845,Embed,9.258,1.76,None,
S00845,Reference,166.082,38.638,None,
S00845,Hybrid,81.361,19.583,None,
S00846,Embed,7.629,1.583,None,
S00846,Reference,9.522,1.173,None,
S00846,Hybrid,7.552,1.084,None,
S00847,Embed,13.632,3.053,None,
S00847,Reference,36.354,7.915,None,
S00847,Hybrid,20.416,3.884,None,
S00848,Embed,10.516,2.046,None,
S00848,Reference,169.663,37.317,None,
S00848,Hybrid,82.68,17.855,None,
S00849,Embed,9.358,1.978,None,
S00849,Reference,9.413,0.984,None,
S00849,Hybrid,10.209,1.369,None,
S00850,Embed,5.624,1.084,None,
S00850,Reference,36.557,7.138,None,
S00850,Hybrid,17.674,3.331,None,
S00851,Embed,12.487,2.536,None,
S00851,Reference,148.781,33.162,None,
S00851,Hybrid,58.903,12.67,None,
S00852,Embed,15.311,2.96,None,
S00852,Reference,6.032,0.915,None,
S00852,Hybrid,4.67,1.082,None,
S00853,Embed,8.63,1.576,None,
S00853,Reference,39.898,8.874,None,
S00853,Hybrid,51.78,10.89,None,
S00854,Embed,9.365,2.002,None,
S00854,Reference,317.454,66.882,None,
S00854,Hybrid,308.485,63.709,None,
S00855,Embed,13.145,2.66,None,
S00855,Reference,7.573,1.273,None,
S00855,Hybrid,5.374,1.466,None,
S00856,Embed,8.612,1.669,None,
S00856,Reference,55.275,12.295,None,
S00856,Hybrid,64.518,13.451,None,
S00857,Embed,14.826,2.933,None,
S00857,Reference,334.705,73.623,None,
S00857,Hybrid,119.977,27.079,None,
S00858,Embed,6.889,1.42,None,
S00858,Reference,11.088,1.229,None,
S00858,Hybrid,15.868,2.602,None,
S00859,Embed,10.633,2.228,None,
S00859,Reference,77.31,16.47,None,
S00859,Hybrid,44.593,9.499,None,
S00860,Embed,10.889,2.45,None,
S00860,Reference,252.788,53.656,None,
S00860,Hybrid,309.701,66.608,None,
S00861,Embed,11.176,1.707,None,
S00861,Reference,12.671,2.217,None,
S00861,Hybrid,11.807,2.091,None,
S00862,Embed,15.038,2.222,None,
S00862,Reference,80.309,13.609,None,
S00862,Hybrid,36.699,7.583,None,
S00863,Embed,9.688,1.87,None,
S00863,Reference,337.159,70.555,None,
S00863,Hybrid,152.359,32.52,None,
S00864,Embed,45.617,8.997,None,
S00864,Reference,12.118,1.892,None,
S00864,Hybrid,11.846,2.277,None,
S00865,Embed,80.839,16.061,None,
S00865,Reference,89.327,19.962,None,
S00865,Hybrid,26.42,6.019,None,
S00866,Embed,84.761,13.804,None,
S00866,Reference,295.218,58.184,None,
S00866,Hybrid,95.167,19.816,None,
S00867,Embed,50.463,8.142,None,
S00867,Reference,11.257,2.24,None,
S00867,Hybrid,9.887,2.192,None,
S00868,Embed,109.714,16.103,None,
S00868,Reference,77.113,16.058,None,
S00868,Hybrid,23.125,6.093,None,
S00869,Embed,78.883,15.933,None,
S00869,Reference,353.757,79.072,None,
S00869,Hybrid,60.856,14.416,None,
S00870,Embed,46.186,9.231,None,
S00870,Reference,11.373,1.409,None,
S00870,Hybrid,27.065,3.338,None,
S00871,Embed,75.182,13.536,None,
S00871,Reference,35.103,6.546,None,
S00871,Hybrid,28.948,5.954,None,
S00872,Embed,103.316,20.106,None,
S00872,Reference,199.917,42.43,None,
S00872,Hybrid,70.754,14.983,None,
S00873,Embed,40.547,7.338,None,
S00873,Reference,10.403,1.328,None,
S00873,Hybrid,13.362,2.162,None,
S00874,Embed,92.689,18.58,None,
S00874,Reference,48.467,10.013,None,
S00874,Hybrid,30.768,6.235,None,
S00875,Embed,48.932,10.06,None,
S00875,Reference,279.414,56.778,None,
S00875,Hybrid,79.334,18.47,None,
S00876,Embed,96.953,17.936,None,
S00876,Reference,57.376,13.15,None,
S00876,Hybrid,51.436,9.574,None,
S00877,Embed,65.468,10.724,None,
S00877,Reference,312.595,62.228,None,
S00877,Hybrid,281.315,57.955,None,
S00878,Embed,127.373,26.628,None,
S00878,Reference,1812.29,367.743,None,
S00878,Hybrid,584.307,123.654,None,
S00879,Embed,64.656,11.768,None,
S00879,Reference,20.747,4.311,None,
S00879,Hybrid,31.369,6.726,None,
S00880,Embed,81.742,16.707,None,
S00880,Reference,365.68,73.743,None,
S00880,Hybrid,279.195,56.366,None,
S00881,Embed,69.001,12.558,None,
S00881,Reference,944.324,193.289,None,
S00881,Hybrid,754.071,156.443,None,
S00882,Embed,59.503,12.693,None,
S00882,Reference,25.604,4.294,None,
S00882,Hybrid,52.863,9.771,None,
S00883,Embed,50.499,6.345,None,
S00883,Reference,383.689,77.87,None,
S00883,Hybrid,243.895,48.679,None,
S00884,Embed,72.767,14.703,None,
S00884,Reference,2111.972,423.846,None,
S00884,Hybrid,1128.498,226.965,None,
S00885,Embed,112.413,21.717,None,
S00885,Reference,59.097,10.132,None,
S00885,Hybrid,42.539,7.851,None,
S00886,Embed,89.569,17.555,None,
S00886,Reference,365.267,73.262,None,
S00886,Hybrid,96.872,20.519,None,
S00887,Embed,84.863,16.835,None,
S00887,Reference,1535.812,311.72,None,
S00887,Hybrid,1343.812,272.095,None,
S00888,Embed,99.52,16.994,None,
S00888,Reference,6.243,0.938,None,
S00888,Hybrid,16.831,3.479,None,
S00889,Embed,72.996,12.798,None,
S00889,Reference,75.138,11.666,None,
S00889,Hybrid,33.159,4.552,None,
S00890,Embed,68.453,12.588,None,
S00890,Reference,427.612,65.535,None,
S00890,Hybrid,103.293,12.39,None,
S00891,Embed,69.699,12.696,None,
S00891,Reference,9.981,1.91,None,
S00891,Hybrid,24.936,5.225,None,
S00892,Embed,70.39,12.852,None,
S00892,Reference,60.672,8.977,None,
S00892,Hybrid,63.89,7.925,None,
S00893,Embed,146.543,29.153,None,
S00893,Reference,418.783,64.588,None,
S00893,Hybrid,130.944,15.572,None,
S00894,Embed,87.31,14.548,None,
S00894,Reference,14.108,1.529,None,
S00894,Hybrid,32.816,5.309,None,
S00895,Embed,89.515,14.674,None,
S00895,Reference,78.119,10.6,None,
S00895,Hybrid,43.133,5.854,None,
S00896,Embed,87.153,13.989,None,
S00896,Reference,353.095,47.272,None,
S00896,Hybrid,179.07,19.33,None,
S00897,Embed,74.922,12.906,None,
S00897,Reference,15.145,2.142,None,
S00897,Hybrid,25.097,3.873,None,
S00898,Embed,88.251,14.546,None,
S00898,Reference,92.223,14.656,None,
S00898,Hybrid,43.818,5.93,None,
S00899,Embed,86.081,14.657,None,
S00899,Reference,294.013,45.026,None,
S00899,Hybrid,128.702,15.711,None,
S00900,Embed,137.472,20.265,None,
S00900,Reference,33.253,4.584,None,
S00900,Hybrid,25.8,5.133,None,
S00901,Embed,35.497,5.033,None,
S00901,Reference,617.541,112.164,None,
S00901,Hybrid,172.203,34.104,None,
S00902,Embed,35.284,5.264,None,
S00902,Reference,1694.799,314.874,None,
S00902,Hybrid,1373.645,240.487,None,
S00903,Embed,51.92,9.241,None,
S00903,Reference,49.974,10.246,None,
S00903,Hybrid,15.897,3.174,None,
S00904,Embed,109.368,18.396,None,
S00904,Reference,461.829,86.821,None,
S00904,Hybrid,303.744,58.417,None,
S00905,Embed,77.45,14.858,None,
S00905,Reference,1998.055,378.521,None,
S00905,Hybrid,2066.461,389.171,None,
S00906,Embed,70.228,11.856,None,
S00906,Reference,63.581,12.96,None,
S00906,Hybrid,29.183,5.297,None,
S00907,Embed,66.852,13.181,None,
S00907,Reference,474.574,90.088,None,
S00907,Hybrid,269.028,52.561,None,
S00908,Embed,98.508,19.918,None,
S00908,Reference,1661.618,315.782,None,
S00908,Hybrid,1742.519,337.826,None,
S00909,Embed,76.081,14.532,None,
S00909,Reference,27.091,4.097,None,
S00909,Hybrid,36.702,6.558,None,
S00910,Embed,102.28,20.006,None,
S00910,Reference,248.46,38.53,None,
S00910,Hybrid,238.188,40.993,None,
S00911,Embed,153.671,28.027,None,
S00911,Reference,1214.313,206.087,None,
S00911,Hybrid,1235.453,234.506,None,
S00912,Embed,64.556,12.491,None,
S00912,Reference,6.412,1.485,None,
S00912,Hybrid,12.354,2.663,None,
S00913,Embed,92.796,18.957,None,
S00913,Reference,71.939,16.831,None,
