scenario_id,read_ratio,payload_size_b,cardinality,nested_depth,working_set_ratio,query_selectivity,consistency_penalty_ms,index_coverage,join_fan_out
S02865,0.9,4096,100,3,0.9,0.05,5,full,1
S02866,0.9,4096,100,3,0.9,0.05,5,full,10
S02867,0.9,4096,100,3,0.9,0.05,5,full,50
S02868,0.9,4096,100,3,0.9,0.5,0,none,1
S02869,0.9,4096,100,3,0.9,0.5,0,none,10
S02870,0.9,4096,100,3,0.9,0.5,0,none,50
S02871,0.9,4096,100,3,0.9,0.5,0,full,1
S02872,0.9,4096,100,3,0.9,0.5,0,full,10
S02873,0.9,4096,100,3,0.9,0.5,0,full,50
S02874,0.9,4096,100,3,0.9,0.5,5,none,1
S02875,0.9,4096,100,3,0.9,0.5,5,none,10
S02876,0.9,4096,100,3,0.9,0.5,5,none,50
S02877,0.9,4096,100,3,0.9,0.5,5,full,1
S02878,0.9,4096,100,3,0.9,0.5,5,full,10
S02879,0.9,4096,100,3,0.9,0.5,5,full,50
S02880,0.9,4096,1000,1,0.1,0.05,0,none,1
S02881,0.9,4096,1000,1,0.1,0.05,0,none,10
S02882,0.9,4096,1000,1,0.1,0.05,0,none,50
S02883,0.9,4096,1000,1,0.1,0.05,0,full,1
S02884,0.9,4096,1000,1,0.1,0.05,0,full,10
S02885,0.9,4096,1000,1,0.1,0.05,0,full,50
S02886,0.9,4096,1000,1,0.1,0.05,5,none,1
S02887,0.9,4096,1000,1,0.1,0.05,5,none,10
S02888,0.9,4096,1000,1,0.1,0.05,5,none,50
S02889,0.9,4096,1000,1,0.1,0.05,5,full,1
S02890,0.9,4096,1000,1,0.1,0.05,5,full,10
S02891,0.9,4096,1000,1,0.1,0.05,5,full,50
S02892,0.9,4096,1000,1,0.1,0.5,0,none,1
S02893,0.9,4096,1000,1,0.1,0.5,0,none,10
S02894,0.9,4096,1000,1,0.1,0.5,0,none,50
S02895,0.9,4096,1000,1,0.1,0.5,0,full,1
S02896,0.9,4096,1000,1,0.1,0.5,0,full,10
S02897,0.9,4096,1000,1,0.1,0.5,0,full,50
S02898,0.9,4096,1000,1,0.1,0.5,5,none,1
S02899,0.9,4096,1000,1,0.1,0.5,5,none,10
S02900,0.9,4096,1000,1,0.1,0.5,5,none,50
S02901,0.9,4096,1000,1,0.1,0.5,5,full,1
S02902,0.9,4096,1000,1,0.1,0.5,5,full,10
S02903,0.9,4096,1000,1,0.1,0.5,5,full,50
S02904,0.9,4096,1000,1,0.9,0.05,0,none,1
S02905,0.9,4096,1000,1,0.9,0.05,0,none,10
S02906,0.9,4096,1000,1,0.9,0.05,0,none,50
S02907,0.9,4096,1000,1,0.9,0.05,0,full,1
S02908,0.9,4096,1000,1,0.9,0.05,0,full,10
S02909,0.9,4096,1000,1,0.9,0.05,0,full,50
S02910,0.9,4096,1000,1,0.9,0.05,5,none,1
S02911,0.9,4096,1000,1,0.9,0.05,5,none,10
S02912,0.9,4096,1000,1,0.9,0.05,5,none,50
S02913,0.9,4096,1000,1,0.9,0.05,5,full,1
S02914,0.9,4096,1000,1,0.9,0.05,5,full,10
S02915,0.9,4096,1000,1,0.9,0.05,5,full,50
S02916,0.9,4096,1000,1,0.9,0.5,0,none,1
S02917,0.9,4096,1000,1,0.9,0.5,0,none,10
S02918,0.9,4096,1000,1,0.9,0.5,0,none,50
S02919,0.9,4096,1000,1,0.9,0.5,0,full,1
S02920,0.9,4096,1000,1,0.9,0.5,0,full,10
S02921,0.9,4096,1000,1,0.9,0.5,0,full,50
S02922,0.9,4096,1000,1,0.9,0.5,5,none,1
S02923,0.9,4096,1000,1,0.9,0.5,5,none,10
S02924,0.9,4096,1000,1,0.9,0.5,5,none,50
S02925,0.9,4096,1000,1,0.9,0.5,5,full,1
S02926,0.9,4096,1000,1,0.9,0.5,5,full,10
S02927,0.9,4096,1000,1,0.9,0.5,5,full,50
S02928,0.9,4096,1000,3,0.1,0.05,0,none,1
S02929,0.9,4096,1000,3,0.1,0.05,0,none,10
S02930,0.9,4096,1000,3,0.1,0.05,0,none,50
S02931,0.9,4096,1000,3,0.1,0.05,0,full,1
S02932,0.9,4096,1000,3,0.1,0.05,0,full,10
S02933,0.9,4096,1000,3,0.1,0.05,0,full,50
S02934,0.9,4096,1000,3,0.1,0.05,5,none,1
S02935,0.9,4096,1000,3,0.1,0.05,5,none,10
S02936,0.9,4096,1000,3,0.1,0.05,5,none,50
S02937,0.9,4096,1000,3,0.1,0.05,5,full,1
S02938,0.9,4096,1000,3,0.1,0.05,5,full,10
S02939,0.9,4096,1000,3,0.1,0.05,5,full,50
S02940,0.9,4096,1000,3,0.1,0.5,0,none,1
S02941,0.9,4096,1000,3,0.1,0.5,0,none,10
S02942,0.9,4096,1000,3,0.1,0.5,0,none,50
S02943,0.9,4096,1000,3,0.1,0.5,0,full,1
S02944,0.9,4096,1000,3,0.1,0.5,0,full,10
S02945,0.9,4096,1000,3,0.1,0.5,0,full,50
S02946,0.9,4096,1000,3,0.1,0.5,5,none,1
S02947,0.9,4096,1000,3,0.1,0.5,5,none,10
S02948,0.9,4096,1000,3,0.1,0.5,5,none,50
S02949,0.9,4096,1000,3,0.1,0.5,5,full,1
S02950,0.9,4096,1000,3,0.1,0.5,5,full,10
S02951,0.9,4096,1000,3,0.1,0.5,5,full,50
S02952,0.9,4096,1000,3,0.9,0.05,0,none,1
S02953,0.9,4096,1000,3,0.9,0.05,0,none,10
S02954,0.9,4096,1000,3,0.9,0.05,0,none,50
S02955,0.9,4096,1000,3,0.9,0.05,0,full,1
S02956,0.9,4096,1000,3,0.9,0.05,0,full,10
S02957,0.9,4096,1000,3,0.9,0.05,0,full,50
S02958,0.9,4096,1000,3,0.9,0.05,5,none,1
S02959,0.9,4096,1000,3,0.9,0.05,5,none,10
S02960,0.9,4096,1000,3,0.9,0.05,5,none,50
S02961,0.9,4096,1000,3,0.9,0.05,5,full,1
S02962,0.9,4096,1000,3,0.9,0.05,5,full,10
S02963,0.9,4096,1000,3,0.9,0.05,5,full,50
S02964,0.9,4096,1000,3,0.9,0.5,0,none,1
S02965,0.9,4096,1000,3,0.9,0.5,0,none,10
S02966,0.9,4096,1000,3,0.9,0.5,0,none,50
S02967,0.9,4096,1000,3,0.9,0.5,0,full,1
S02968,0.9,4096,1000,3,0.9,0.5,0,full,10
S02969,0.9,4096,1000,3,0.9,0.5,0,full,50
S02970,0.9,4096,1000,3,0.9,0.5,5,none,1
S02971,0.9,4096,1000,3,0.9,0.5,5,none,10
S02972,0.9,4096,1000,3,0.9,0.5,5,none,50
S02973,0.9,4096,1000,3,0.9,0.5,5,full,1
S02974,0.9,4096,1000,3,0.9,0.5,5,full,10
S02975,0.9,4096,1000,3,0.9,0.5,5,full,50
S02976,0.9,4096,5000,1,0.1,0.05,0,none,1
S02977,0.9,4096,5000,1,0.1,0.05,0,none,10
S02978,0.9,4096,5000,1,0.1,0.05,0,none,50
S02979,0.9,4096,5000,1,0.1,0.05,0,full,1
S02980,0.9,4096,5000,1,0.1,0.05,0,full,10
S02981,0.9,4096,5000,1,0.1,0.05,0,full,50
S02982,0.9,4096,5000,1,0.1,0.05,5,none,1
S02983,0.9,4096,5000,1,0.1,0.05,5,none,10
S02984,0.9,4096,5000,1,0.1,0.05,5,none,50
S02985,0.9,4096,5000,1,0.1,0.05,5,full,1
S02986,0.9,4096,5000,1,0.1,0.05,5,full,10
S02987,0.9,4096,5000,1,0.1,0.05,5,full,50
S02988,0.9,4096,5000,1,0.1,0.5,0,none,1
S02989,0.9,4096,5000,1,0.1,0.5,0,none,10
S02990,0.9,4096,5000,1,0.1,0.5,0,none,50
S02991,0.9,4096,5000,1,0.1,0.5,0,full,1
S02992,0.9,4096,5000,1,0.1,0.5,0,full,10
S02993,0.9,4096,5000,1,0.1,0.5,0,full,50
S02994,0.9,4096,5000,1,0.1,0.5,5,none,1
S02995,0.9,4096,5000,1,0.1,0.5,5,none,10
S02996,0.9,4096,5000,1,0.1,0.5,5,none,50
S02997,0.9,4096,5000,1,0.1,0.5,5,full,1
S02998,0.9,4096,5000,1,0.1,0.5,5,full,10
S02999,0.9,4096,5000,1,0.1,0.5,5,full,50
S03000,0.9,4096,5000,1,0.9,0.05,0,none,1
S03001,0.9,4096,5000,1,0.9,0.05,0,none,10
S03002,0.9,4096,5000,1,0.9,0.05,0,none,50
S03003,0.9,4096,5000,1,0.9,0.05,0,full,1
S03004,0.9,4096,5000,1,0.9,0.05,0,full,10
S03005,0.9,4096,5000,1,0.9,0.05,0,full,50
S03006,0.9,4096,5000,1,0.9,0.05,5,none,1
S03007,0.9,4096,5000,1,0.9,0.05,5,none,10
S03008,0.9,4096,5000,1,0.9,0.05,5,none,50
S03009,0.9,4096,5000,1,0.9,0.05,5,full,1
S03010,0.9,4096,5000,1,0.9,0.05,5,full,10
S03011,0.9,4096,5000,1,0.9,0.05,5,full,50
S03012,0.9,4096,5000,1,0.9,0.5,0,none,1
S03013,0.9,4096,5000,1,0.9,0.5,0,none,10
S03014,0.9,4096,5000,1,0.9,0.5,0,none,50
S03015,0.9,4096,5000,1,0.9,0.5,0,full,1
S03016,0.9,4096,5000,1,0.9,0.5,0,full,10
S03017,0.9,4096,5000,1,0.9,0.5,0,full,50
S03018,0.9,4096,5000,1,0.9,0.5,5,none,1
S03019,0.9,4096,5000,1,0.9,0.5,5,none,10
S03020,0.9,4096,5000,1,0.9,0.5,5,none,50
S03021,0.9,4096,5000,1,0.9,0.5,5,full,1
S03022,0.9,4096,5000,1,0.9,0.5,5,full,10
S03023,0.9,4096,5000,1,0.9,0.5,5,full,50
S03024,0.9,4096,5000,3,0.1,0.05,0,none,1
S03025,0.9,4096,5000,3,0.1,0.05,0,none,10
S03026,0.9,4096,5000,3,0.1,0.05,0,none,50
S03027,0.9,4096,5000,3,0.1,0.05,0,full,1
S03028,0.9,4096,5000,3,0.1,0.05,0,full,10
S03029,0.9,4096,5000,3,0.1,0.05,0,full,50
S03030,0.9,4096,5000,3,0.1,0.05,5,none,1
S03031,0.9,4096,5000,3,0.1,0.05,5,none,10
S03032,0.9,4096,5000,3,0.1,0.05,5,none,50
S03033,0.9,4096,5000,3,0.1,0.05,5,full,1
S03034,0.9,4096,5000,3,0.1,0.05,5,full,10
S03035,0.9,4096,5000,3,0.1,0.05,5,full,50
S03036,0.9,4096,5000,3,0.1,0.5,0,none,1
S03037,0.9,4096,5000,3,0.1,0.5,0,none,10
S03038,0.9,4096,5000,3,0.1,0.5,0,none,50
S03039,0.9,4096,5000,3,0.1,0.5,0,full,1
S03040,0.9,4096,5000,3,0.1,0.5,0,full,10
S03041,0.9,4096,5000,3,0.1,0.5,0,full,50
S03042,0.9,4096,5000,3,0.1,0.5,5,none,1
S03043,0.9,4096,5000,3,0.1,0.5,5,none,10
S03044,0.9,4096,5000,3,0.1,0.5,5,none,50
S03045,0.9,4096,5000,3,0.1,0.5,5,full,1
S03046,0.9,4096,5000,3,0.1,0.5,5,full,10
S03047,0.9,4096,5000,3,0.1,0.5,5,full,50
S03048,0.9,4096,5000,3,0.9,0.05,0,none,1
S03049,0.9,4096,5000,3,0.9,0.05,0,none,10
S03050,0.9,4096,5000,3,0.9,0.05,0,none,50
S03051,0.9,4096,5000,3,0.9,0.05,0,full,1
S03052,0.9,4096,5000,3,0.9,0.05,0,full,10
S03053,0.9,4096,5000,3,0.9,0.05,0,full,50
S03054,0.9,4096,5000,3,0.9,0.05,5,none,1
S03055,0.9,4096,5000,3,0.9,0.05,5,none,10
S03056,0.9,4096,5000,3,0.9,0.05,5,none,50
S03057,0.9,4096,5000,3,0.9,0.05,5,full,1
S03058,0.9,4096,5000,3,0.9,0.05,5,full,10
S03059,0.9,4096,5000,3,0.9,0.05,5,full,50
S03060,0.9,4096,5000,3,0.9,0.5,0,none,1
S03061,0.9,4096,5000,3,0.9,0.5,0,none,10
S03062,0.9,4096,5000,3,0.9,0.5,0,none,50
S03063,0.9,4096,5000,3,0.9,0.5,0,full,1
S03064,0.9,4096,5000,3,0.9,0.5,0,full,10
S03065,0.9,4096,5000,3,0.9,0.5,0,full,50
S03066,0.9,4096,5000,3,0.9,0.5,5,none,1
S03067,0.9,4096,5000,3,0.9,0.5,5,none,10
S03068,0.9,4096,5000,3,0.9,0.5,5,none,50
S03069,0.9,4096,5000,3,0.9,0.5,5,full,1
S03070,0.9,4096,5000,3,0.9,0.5,5,full,10
S03071,0.9,4096,5000,3,0.9,0.5,5,full,50
S03072,0.9,65536,10,1,0.1,0.05,0,none,1
S03073,0.9,65536,10,1,0.1,0.05,0,none,10
S03074,0.9,65536,10,1,0.1,0.05,0,none,50
S03075,0.9,65536,10,1,0.1,0.05,0,full,1
S03076,0.9,65536,10,1,0.1,0.05,0,full,10
S03077,0.9,65536,10,1,0.1,0.05,0,full,50
S03078,0.9,65536,10,1,0.1,0.05,5,none,1
S03079,0.9,65536,10,1,0.1,0.05,5,none,10
S03080,0.9,65536,10,1,0.1,0.05,5,none,50
S03081,0.9,65536,10,1,0.1,0.05,5,full,1
S03082,0.9,65536,10,1,0.1,0.05,5,full,10
S03083,0.9,65536,10,1,0.1,0.05,5,full,50
S03084,0.9,65536,10,1,0.1,0.5,0,none,1
S03085,0.9,65536,10,1,0.1,0.5,0,none,10
S03086,0.9,65536,10,1,0.1,0.5,0,none,50
S03087,0.9,65536,10,1,0.1,0.5,0,full,1
S03088,0.9,65536,10,1,0.1,0.5,0,full,10
S03089,0.9,65536,10,1,0.1,0.5,0,full,50
S03090,0.9,65536,10,1,0.1,0.5,5,none,1
S03091,0.9,65536,10,1,0.1,0.5,5,none,10
S03092,0.9,65536,10,1,0.1,0.5,5,none,50
S03093,0.9,65536,10,1,0.1,0.5,5,full,1
S03094,0.9,65536,10,1,0.1,0.5,5,full,10
S03095,0.9,65536,10,1,0.1,0.5,5,full,50
S03096,0.9,65536,10,1,0.9,0.05,0,none,1
S03097,0.9,65536,10,1,0.9,0.05,0,none,10
S03098,0.9,65536,10,1,0.9,0.05,0,none,50
S03099,0.9,65536,10,1,0.9,0.05,0,full,1
S03100,0.9,65536,10,1,0.9,0.05,0,full,10
S03101,0.9,65536,10,1,0.9,0.05,0,full,50
S03102,0.9,65536,10,1,0.9,0.05,5,none,1
S03103,0.9,65536,10,1,0.9,0.05,5,none,10
S03104,0.9,65536,10,1,0.9,0.05,5,none,50
S03105,0.9,65536,10,1,0.9,0.05,5,full,1
S03106,0.9,65536,10,1,0.9,0.05,5,full,10
S03107,0.9,65536,10,1,0.9,0.05,5,full,50
S03108,0.9,65536,10,1,0.9,0.5,0,none,1
S03109,0.9,65536,10,1,0.9,0.5,0,none,10
S03110,0.9,65536,10,1,0.9,0.5,0,none,50
S03111,0.9,65536,10,1,0.9,0.5,0,full,1
S03112,0.9,65536,10,1,0.9,0.5,0,full,10
S03113,0.9,65536,10,1,0.9,0.5,0,full,50
S03114,0.9,65536,10,1,0.9,0.5,5,none,1
S03115,0.9,65536,10,1,0.9,0.5,5,none,10
S03116,0.9,65536,10,1,0.9,0.5,5,none,50
S03117,0.9,65536,10,1,0.9,0.5,5,full,1
S03118,0.9,65536,10,1,0.9,0.5,5,full,10
S03119,0.9,65536,10,1,0.9,0.5,5,full,50
S03120,0.9,65536,10,3,0.1,0.05,0,none,1
S03121,0.9,65536,10,3,0.1,0.05,0,none,10
S03122,0.9,65536,10,3,0.1,0.05,0,none,50
S03123,0.9,65536,10,3,0.1,0.05,0,full,1
S03124,0.9,65536,10,3,0.1,0.05,0,full,10
S03125,0.9,65536,10,3,0.1,0.05,0,full,50
S03126,0.9,65536,10,3,0.1,0.05,5,none,1
S03127,0.9,65536,10,3,0.1,0.05,5,none,10
S03128,0.9,65536,10,3,0.1,0.05,5,none,50
S03129,0.9,65536,10,3,0.1,0.05,5,full,1
S03130,0.9,65536,10,3,0.1,0.05,5,full,10
S03131,0.9,65536,10,3,0.1,0.05,5,full,50
S03132,0.9,65536,10,3,0.1,0.5,0,none,1
S03133,0.9,65536,10,3,0.1,0.5,0,none,10
S03134,0.9,65536,10,3,0.1,0.5,0,none,50
S03135,0.9,65536,10,3,0.1,0.5,0,full,1
S03136,0.9,65536,10,3,0.1,0.5,0,full,10
S03137,0.9,65536,10,3,0.1,0.5,0,full,50
S03138,0.9,65536,10,3,0.1,0.5,5,none,1
S03139,0.9,65536,10,3,0.1,0.5,5,none,10
S03140,0.9,65536,10,3,0.1,0.5,5,none,50
S03141,0.9,65536,10,3,0.1,0.5,5,full,1
S03142,0.9,65536,10,3,0.1,0.5,5,full,10
S03143,0.9,65536,10,3,0.1,0.5,5,full,50
S03144,0.9,65536,10,3,0.9,0.05,0,none,1
S03145,0.9,65536,10,3,0.9,0.05,0,none,10
S03146,0.9,65536,10,3,0.9,0.05,0,none,50
S03147,0.9,65536,10,3,0.9,0.05,0,full,1
S03148,0.9,65536,10,3,0.9,0.05,0,full,10
S03149,0.9,65536,10,3,0.9,0.05,0,full,50
S03150,0.9,65536,10,3,0.9,0.05,5,none,1
S03151,0.9,65536,10,3,0.9,0.05,5,none,10
S03152,0.9,65536,10,3,0.9,0.05,5,none,50
S03153,0.9,65536,10,3,0.9,0.05,5,full,1
S03154,0.9,65536,10,3,0.9,0.05,5,full,10
S03155,0.9,65536,10,3,0.9,0.05,5,full,50
S03156,0.9,65536,10,3,0.9,0.5,0,none,1
S03157,0.9,65536,10,3,0.9,0.5,0,none,10
S03158,0.9,65536,10,3,0.9,0.5,0,none,50
S03159,0.9,65536,10,3,0.9,0.5,0,full,1
S03160,0.9,65536,10,3,0.9,0.5,0,full,10
S03161,0.9,65536,10,3,0.9,0.5,0,full,50
S03162,0.9,65536,10,3,0.9,0.5,5,none,1
S03163,0.9,65536,10,3,0.9,0.5,5,none,10
S03164,0.9,65536,10,3,0.9,0.5,5,none,50
S03165,0.9,65536,10,3,0.9,0.5,5,full,1
S03166,0.9,65536,10,3,0.9,0.5,5,full,10
S03167,0.9,65536,10,3,0.9,0.5,5,full,50
S03168,0.9,65536,100,1,0.1,0.05,0,none,1
S03169,0.9,65536,100,1,0.1,0.05,0,none,10
S03170,0.9,65536,100,1,0.1,0.05,0,none,50
S03171,0.9,65536,100,1,0.1,0.05,0,full,1
S03172,0.9,65536,100,1,0.1,0.05,0,full,10
S03173,0.9,65536,100,1,0.1,0.05,0,full,50
S03174,0.9,65536,100,1,0.1,0.05,5,none,1
S03175,0.9,65536,100,1,0.1,0.05,5,none,10
S03176,0.9,65536,100,1,0.1,0.05,5,none,50
S03177,0.9,65536,100,1,0.1,0.05,5,full,1
S03178,0.9,65536,100,1,0.1,0.05,5,full,10
S03179,0.9,65536,100,1,0.1,0.05,5,full,50
S03180,0.9,65536,100,1,0.1,0.5,0,none,1
S03181,0.9,65536,100,1,0.1,0.5,0,none,10
S03182,0.9,65536,100,1,0.1,0.5,0,none,50
S03183,0.9,65536,100,1,0.1,0.5,0,full,1
S03184,0.9,65536,100,1,0.1,0.5,0,full,10
S03185,0.9,65536,100,1,0.1,0.5,0,full,50
S03186,0.9,65536,100,1,0.1,0.5,5,none,1
S03187,0.9,65536,100,1,0.1,0.5,5,none,10
S03188,0.9,65536,100,1,0.1,0.5,5,none,50
S03189,0.9,65536,100,1,0.1,0.5,5,full,1
S03190,0.9,65536,100,1,0.1,0.5,5,full,10
S03191,0.9,65536,100,1,0.1,0.5,5,full,50
S03192,0.9,65536,100,1,0.9,0.05,0,none,1
S03193,0.9,65536,100,1,0.9,0.05,0,none,10
S03194,0.9,65536,100,1,0.9,0.05,0,none,50
S03195,0.9,65536,100,1,0.9,0.05,0,full,1
S03196,0.9,65536,100,1,0.9,0.05,0,full,10
S03197,0.9,65536,100,1,0.9,0.05,0,full,50
S03198,0.9,65536,100,1,0.9,0.05,5,none,1
S03199,0.9,65536,100,1,0.9,0.05,5,none,10
S03200,0.9,65536,100,1,0.9,0.05,5,none,50
S03201,0.9,65536,100,1,0.9,0.05,5,full,1
S03202,0.9,65536,100,1,0.9,0.05,5,full,10
S03203,0.9,65536,100,1,0.9,0.05,5,full,50
S03204,0.9,65536,100,1,0.9,0.5,0,none,1
S03205,0.9,65536,100,1,0.9,0.5,0,none,10
S03206,0.9,65536,100,1,0.9,0.5,0,none,50
S03207,0.9,65536,100,1,0.9,0.5,0,full,1
S03208,0.9,65536,100,1,0.9,0.5,0,full,10
S03209,0.9,65536,100,1,0.9,0.5,0,full,50
S03210,0.9,65536,100,1,0.9,0.5,5,none,1
S03211,0.9,65536,100,1,0.9,0.5,5,none,10
S03212,0.9,65536,100,1,0.9,0.5,5,none,50
S03213,0.9,65536,100,1,0.9,0.5,5,full,1
S03214,0.9,65536,100,1,0.9,0.5,5,full,10
S03215,0.9,65536,100,1,0.9,0.5,5,full,50
S03216,0.9,65536,100,3,0.1,0.05,0,none,1
S03217,0.9,65536,100,3,0.1,0.05,0,none,10
S03218,0.9,65536,100,3,0.1,0.05,0,none,50
S03219,0.9,65536,100,3,0.1,0.05,0,full,1
S03220,0.9,65536,100,3,0.1,0.05,0,full,10
S03221,0.9,65536,100,3,0.1,0.05,0,full,50
S03222,0.9,65536,100,3,0.1,0.05,5,none,1
S03223,0.9,65536,100,3,0.1,0.05,5,none,10
S03224,0.9,65536,100,3,0.1,0.05,5,none,50
S03225,0.9,65536,100,3,0.1,0.05,5,full,1
S03226,0.9,65536,100,3,0.1,0.05,5,full,10
S03227,0.9,65536,100,3,0.1,0.05,5,full,50
S03228,0.9,65536,100,3,0.1,0.5,0,none,1
S03229,0.9,65536,100,3,0.1,0.5,0,none,10
S03230,0.9,65536,100,3,0.1,0.5,0,none,50
S03231,0.9,65536,100,3,0.1,0.5,0,full,1
S03232,0.9,65536,100,3,0.1,0.5,0,full,10
S03233,0.9,65536,100,3,0.1,0.5,0,full,50
S03234,0.9,65536,100,3,0.1,0.5,5,none,1
S03235,0.9,65536,100,3,0.1,0.5,5,none,10
S03236,0.9,65536,100,3,0.1,0.5,5,none,50
S03237,0.9,65536,100,3,0.1,0.5,5,full,1
S03238,0.9,65536,100,3,0.1,0.5,5,full,10
S03239,0.9,65536,100,3,0.1,0.5,5,full,50
S03240,0.9,65536,100,3,0.9,0.05,0,none,1
S03241,0.9,65536,100,3,0.9,0.05,0,none,10
S03242,0.9,65536,100,3,0.9,0.05,0,none,50
S03243,0.9,65536,100,3,0.9,0.05,0,full,1
S03244,0.9,65536,100,3,0.9,0.05,0,full,10
S03245,0.9,65536,100,3,0.9,0.05,0,full,50
S03246,0.9,65536,100,3,0.9,0.05,5,none,1
S03247,0.9,65536,100,3,0.9,0.05,5,none,10
S03248,0.9,65536,100,3,0.9,0.05,5,none,50
S03249,0.9,65536,100,3,0.9,0.05,5,full,1
S03250,0.9,65536,100,3,0.9,0.05,5,full,10
S03251,0.9,65536,100,3,0.9,0.05,5,full,50
S03252,0.9,65536,100,3,0.9,0.5,0,none,1
S03253,0.9,65536,100,3,0.9,0.5,0,none,10
S03254,0.9,65536,100,3,0.9,0.5,0,none,50
S03255,0.9,65536,100,3,0.9,0.5,0,full,1
S03256,0.9,65536,100,3,0.9,0.5,0,full,10
S03257,0.9,65536,100,3,0.9,0.5,0,full,50
S03258,0.9,65536,100,3,0.9,0.5,5,none,1
S03259,0.9,65536,100,3,0.9,0.5,5,none,10
S03260,0.9,65536,100,3,0.9,0.5,5,none,50
S03261,0.9,65536,100,3,0.9,0.5,5,full,1
S03262,0.9,65536,100,3,0.9,0.5,5,full,10
S03263,0.9,65536,100,3,0.9,0.5,5,full,50
S03264,0.9,65536,1000,1,0.1,0.05,0,none,1
S03265,0.9,65536,1000,1,0.1,0.05,0,none,10
S03266,0.9,65536,1000,1,0.1,0.05,0,none,50
S03267,0.9,65536,1000,1,0.1,0.05,0,full,1
S03268,0.9,65536,1000,1,0.1,0.05,0,full,10
S03269,0.9,65536,1000,1,0.1,0.05,0,full,50
S03270,0.9,65536,1000,1,0.1,0.05,5,none,1
S03271,0.9,65536,1000,1,0.1,0.05,5,none,10
S03272,0.9,65536,1000,1,0.1,0.05,5,none,50
S03273,0.9,65536,1000,1,0.1,0.05,5,full,1
S03274,0.9,65536,1000,1,0.1,0.05,5,full,10
S03275,0.9,65536,1000,1,0.1,0.05,5,full,50
S03276,0.9,65536,1000,1,0.1,0.5,0,none,1
S03277,0.9,65536,1000,1,0.1,0.5,0,none,10
S03278,0.9,65536,1000,1,0.1,0.5,0,none,50
S03279,0.9,65536,1000,1,0.1,0.5,0,full,1
S03280,0.9,65536,1000,1,0.1,0.5,0,full,10
S03281,0.9,65536,1000,1,0.1,0.5,0,full,50
S03282,0.9,65536,1000,1,0.1,0.5,5,none,1
S03283,0.9,65536,1000,1,0.1,0.5,5,none,10
S03284,0.9,65536,1000,1,0.1,0.5,5,none,50
S03285,0.9,65536,1000,1,0.1,0.5,5,full,1
S03286,0.9,65536,1000,1,0.1,0.5,5,full,10
S03287,0.9,65536,1000,1,0.1,0.5,5,full,50
S03288,0.9,65536,1000,1,0.9,0.05,0,none,1
S03289,0.9,65536,1000,1,0.9,0.05,0,none,10
S03290,0.9,65536,1000,1,0.9,0.05,0,none,50
S03291,0.9,65536,1000,1,0.9,0.05,0,full,1
S03292,0.9,65536,1000,1,0.9,0.05,0,full,10
S03293,0.9,65536,1000,1,0.9,0.05,0,full,50
S03294,0.9,65536,1000,1,0.9,0.05,5,none,1
S03295,0.9,65536,1000,1,0.9,0.05,5,none,10
S03296,0.9,65536,1000,1,0.9,0.05,5,none,50
S03297,0.9,65536,1000,1,0.9,0.05,5,full,1
S03298,0.9,65536,1000,1,0.9,0.05,5,full,10
S03299,0.9,65536,1000,1,0.9,0.05,5,full,50
S03300,0.9,65536,1000,1,0.9,0.5,0,none,1
S03301,0.9,65536,1000,1,0.9,0.5,0,none,10
S03302,0.9,65536,1000,1,0.9,0.5,0,none,50
S03303,0.9,65536,1000,1,0.9,0.5,0,full,1
S03304,0.9,65536,1000,1,0.9,0.5,0,full,10
S03305,0.9,65536,1000,1,0.9,0.5,0,full,50
S03306,0.9,65536,1000,1,0.9,0.5,5,none,1
S03307,0.9,65536,1000,1,0.9,0.5,5,none,10
S03308,0.9,65536,1000,1,0.9,0.5,5,none,50
S03309,0.9,65536,1000,1,0.9,0.5,5,full,1
S03310,0.9,65536,1000,1,0.9,0.5,5,full,10
S03311,0.9,65536,1000,1,0.9,0.5,5,full,50
S03312,0.9,65536,1000,3,0.1,0.05,0,none,1
S03313,0.9,65536,1000,3,0.1,0.05,0,none,10
S03314,0.9,65536,1000,3,0.1,0.05,0,none,50
S03315,0.9,65536,1000,3,0.1,0.05,0,full,1
S03316,0.9,65536,1000,3,0.1,0.05,0,full,10
S03317,0.9,65536,1000,3,0.1,0.05,0,full,50
S03318,0.9,65536,1000,3,0.1,0.05,5,none,1
S03319,0.9,65536,1000,3,0.1,0.05,5,none,10
S03320,0.9,65536,1000,3,0.1,0.05,5,none,50
S03321,0.9,65536,1000,3,0.1,0.05,5,full,1
S03322,0.9,65536,1000,3,0.1,0.05,5,full,10
S03323,0.9,65536,1000,3,0.1,0.05,5,full,50
S03324,0.9,65536,1000,3,0.1,0.5,0,none,1
S03325,0.9,65536,1000,3,0.1,0.5,0,none,10
S03326,0.9,65536,1000,3,0.1,0.5,0,none,50
S03327,0.9,65536,1000,3,0.1,0.5,0,full,1
S03328,0.9,65536,1000,3,0.1,0.5,0,full,10
S03329,0.9,65536,1000,3,0.1,0.5,0,full,50
S03330,0.9,65536,1000,3,0.1,0.5,5,none,1
S03331,0.9,65536,1000,3,0.1,0.5,5,none,10
S03332,0.9,65536,1000,3,0.1,0.5,5,none,50
S03333,0.9,65536,1000,3,0.1,0.5,5,full,1
S03334,0.9,65536,1000,3,0.1,0.5,5,full,10
S03335,0.9,65536,1000,3,0.1,0.5,5,full,50
