scenario_id,read_ratio,payload_size_b,cardinality,nested_depth,working_set_ratio,query_selectivity,consistency_penalty_ms,index_coverage,join_fan_out
S01432,0.5,128,1000,3,0.9,0.5,0,full,10
S01433,0.5,128,1000,3,0.9,0.5,0,full,50
S01434,0.5,128,1000,3,0.9,0.5,5,none,1
S01435,0.5,128,1000,3,0.9,0.5,5,none,10
S01436,0.5,128,1000,3,0.9,0.5,5,none,50
S01437,0.5,128,1000,3,0.9,0.5,5,full,1
S01438,0.5,128,1000,3,0.9,0.5,5,full,10
S01439,0.5,128,1000,3,0.9,0.5,5,full,50
S01440,0.5,128,5000,1,0.1,0.05,0,none,1
S01441,0.5,128,5000,1,0.1,0.05,0,none,10
S01442,0.5,128,5000,1,0.1,0.05,0,none,50
S01443,0.5,128,5000,1,0.1,0.05,0,full,1
S01444,0.5,128,5000,1,0.1,0.05,0,full,10
S01445,0.5,128,5000,1,0.1,0.05,0,full,50
S01446,0.5,128,5000,1,0.1,0.05,5,none,1
S01447,0.5,128,5000,1,0.1,0.05,5,none,10
S01448,0.5,128,5000,1,0.1,0.05,5,none,50
S01449,0.5,128,5000,1,0.1,0.05,5,full,1
S01450,0.5,128,5000,1,0.1,0.05,5,full,10
S01451,0.5,128,5000,1,0.1,0.05,5,full,50
S01452,0.5,128,5000,1,0.1,0.5,0,none,1
S01453,0.5,128,5000,1,0.1,0.5,0,none,10
S01454,0.5,128,5000,1,0.1,0.5,0,none,50
S01455,0.5,128,5000,1,0.1,0.5,0,full,1
S01456,0.5,128,5000,1,0.1,0.5,0,full,10
S01457,0.5,128,5000,1,0.1,0.5,0,full,50
S01458,0.5,128,5000,1,0.1,0.5,5,none,1
S01459,0.5,128,5000,1,0.1,0.5,5,none,10
S01460,0.5,128,5000,1,0.1,0.5,5,none,50
S01461,0.5,128,5000,1,0.1,0.5,5,full,1
S01462,0.5,128,5000,1,0.1,0.5,5,full,10
S01463,0.5,128,5000,1,0.1,0.5,5,full,50
S01464,0.5,128,5000,1,0.9,0.05,0,none,1
S01465,0.5,128,5000,1,0.9,0.05,0,none,10
S01466,0.5,128,5000,1,0.9,0.05,0,none,50
S01467,0.5,128,5000,1,0.9,0.05,0,full,1
S01468,0.5,128,5000,1,0.9,0.05,0,full,10
S01469,0.5,128,5000,1,0.9,0.05,0,full,50
S01470,0.5,128,5000,1,0.9,0.05,5,none,1
S01471,0.5,128,5000,1,0.9,0.05,5,none,10
S01472,0.5,128,5000,1,0.9,0.05,5,none,50
S01473,0.5,128,5000,1,0.9,0.05,5,full,1
S01474,0.5,128,5000,1,0.9,0.05,5,full,10
S01475,0.5,128,5000,1,0.9,0.05,5,full,50
S01476,0.5,128,5000,1,0.9,0.5,0,none,1
S01477,0.5,128,5000,1,0.9,0.5,0,none,10
S01478,0.5,128,5000,1,0.9,0.5,0,none,50
S01479,0.5,128,5000,1,0.9,0.5,0,full,1
S01480,0.5,128,5000,1,0.9,0.5,0,full,10
S01481,0.5,128,5000,1,0.9,0.5,0,full,50
S01482,0.5,128,5000,1,0.9,0.5,5,none,1
S01483,0.5,128,5000,1,0.9,0.5,5,none,10
S01484,0.5,128,5000,1,0.9,0.5,5,none,50
S01485,0.5,128,5000,1,0.9,0.5,5,full,1
S01486,0.5,128,5000,1,0.9,0.5,5,full,10
S01487,0.5,128,5000,1,0.9,0.5,5,full,50
S01488,0.5,128,5000,3,0.1,0.05,0,none,1
S01489,0.5,128,5000,3,0.1,0.05,0,none,10
S01490,0.5,128,5000,3,0.1,0.05,0,none,50
S01491,0.5,128,5000,3,0.1,0.05,0,full,1
S01492,0.5,128,5000,3,0.1,0.05,0,full,10
S01493,0.5,128,5000,3,0.1,0.05,0,full,50
S01494,0.5,128,5000,3,0.1,0.05,5,none,1
S01495,0.5,128,5000,3,0.1,0.05,5,none,10
S01496,0.5,128,5000,3,0.1,0.05,5,none,50
S01497,0.5,128,5000,3,0.1,0.05,5,full,1
S01498,0.5,128,5000,3,0.1,0.05,5,full,10
S01499,0.5,128,5000,3,0.1,0.05,5,full,50
S01500,0.5,128,5000,3,0.1,0.5,0,none,1
S01501,0.5,128,5000,3,0.1,0.5,0,none,10
S01502,0.5,128,5000,3,0.1,0.5,0,none,50
S01503,0.5,128,5000,3,0.1,0.5,0,full,1
S01504,0.5,128,5000,3,0.1,0.5,0,full,10
S01505,0.5,128,5000,3,0.1,0.5,0,full,50
S01506,0.5,128,5000,3,0.1,0.5,5,none,1
S01507,0.5,128,5000,3,0.1,0.5,5,none,10
S01508,0.5,128,5000,3,0.1,0.5,5,none,50
S01509,0.5,128,5000,3,0.1,0.5,5,full,1
S01510,0.5,128,5000,3,0.1,0.5,5,full,10
S01511,0.5,128,5000,3,0.1,0.5,5,full,50
S01512,0.5,128,5000,3,0.9,0.05,0,none,1
S01513,0.5,128,5000,3,0.9,0.05,0,none,10
S01514,0.5,128,5000,3,0.9,0.05,0,none,50
S01515,0.5,128,5000,3,0.9,0.05,0,full,1
S01516,0.5,128,5000,3,0.9,0.05,0,full,10
S01517,0.5,128,5000,3,0.9,0.05,0,full,50
S01518,0.5,128,5000,3,0.9,0.05,5,none,1
S01519,0.5,128,5000,3,0.9,0.05,5,none,10
S01520,0.5,128,5000,3,0.9,0.05,5,none,50
S01521,0.5,128,5000,3,0.9,0.05,5,full,1
S01522,0.5,128,5000,3,0.9,0.05,5,full,10
S01523,0.5,128,5000,3,0.9,0.05,5,full,50
S01524,0.5,128,5000,3,0.9,0.5,0,none,1
S01525,0.5,128,5000,3,0.9,0.5,0,none,10
S01526,0.5,128,5000,3,0.9,0.5,0,none,50
S01527,0.5,128,5000,3,0.9,0.5,0,full,1
S01528,0.5,128,5000,3,0.9,0.5,0,full,10
S01529,0.5,128,5000,3,0.9,0.5,0,full,50
S01530,0.5,128,5000,3,0.9,0.5,5,none,1
S01531,0.5,128,5000,3,0.9,0.5,5,none,10
S01532,0.5,128,5000,3,0.9,0.5,5,none,50
S01533,0.5,128,5000,3,0.9,0.5,5,full,1
S01534,0.5,128,5000,3,0.9,0.5,5,full,10
S01535,0.5,128,5000,3,0.9,0.5,5,full,50
S01536,0.5,4096,10,1,0.1,0.05,0,none,1
S01537,0.5,4096,10,1,0.1,0.05,0,none,10
S01538,0.5,4096,10,1,0.1,0.05,0,none,50
S01539,0.5,4096,10,1,0.1,0.05,0,full,1
S01540,0.5,4096,10,1,0.1,0.05,0,full,10
S01541,0.5,4096,10,1,0.1,0.05,0,full,50
S01542,0.5,4096,10,1,0.1,0.05,5,none,1
S01543,0.5,4096,10,1,0.1,0.05,5,none,10
S01544,0.5,4096,10,1,0.1,0.05,5,none,50
S01545,0.5,4096,10,1,0.1,0.05,5,full,1
S01546,0.5,4096,10,1,0.1,0.05,5,full,10
S01547,0.5,4096,10,1,0.1,0.05,5,full,50
S01548,0.5,4096,10,1,0.1,0.5,0,none,1
S01549,0.5,4096,10,1,0.1,0.5,0,none,10
S01550,0.5,4096,10,1,0.1,0.5,0,none,50
S01551,0.5,4096,10,1,0.1,0.5,0,full,1
S01552,0.5,4096,10,1,0.1,0.5,0,full,10
S01553,0.5,4096,10,1,0.1,0.5,0,full,50
S01554,0.5,4096,10,1,0.1,0.5,5,none,1
S01555,0.5,4096,10,1,0.1,0.5,5,none,10
S01556,0.5,4096,10,1,0.1,0.5,5,none,50
S01557,0.5,4096,10,1,0.1,0.5,5,full,1
S01558,0.5,4096,10,1,0.1,0.5,5,full,10
S01559,0.5,4096,10,1,0.1,0.5,5,full,50
S01560,0.5,4096,10,1,0.9,0.05,0,none,1
S01561,0.5,4096,10,1,0.9,0.05,0,none,10
S01562,0.5,4096,10,1,0.9,0.05,0,none,50
S01563,0.5,4096,10,1,0.9,0.05,0,full,1
S01564,0.5,4096,10,1,0.9,0.05,0,full,10
S01565,0.5,4096,10,1,0.9,0.05,0,full,50
S01566,0.5,4096,10,1,0.9,0.05,5,none,1
S01567,0.5,4096,10,1,0.9,0.05,5,none,10
S01568,0.5,4096,10,1,0.9,0.05,5,none,50
S01569,0.5,4096,10,1,0.9,0.05,5,full,1
S01570,0.5,4096,10,1,0.9,0.05,5,full,10
S01571,0.5,4096,10,1,0.9,0.05,5,full,50
S01572,0.5,4096,10,1,0.9,0.5,0,none,1
S01573,0.5,4096,10,1,0.9,0.5,0,none,10
S01574,0.5,4096,10,1,0.9,0.5,0,none,50
S01575,0.5,4096,10,1,0.9,0.5,0,full,1
S01576,0.5,4096,10,1,0.9,0.5,0,full,10
S01577,0.5,4096,10,1,0.9,0.5,0,full,50
S01578,0.5,4096,10,1,0.9,0.5,5,none,1
S01579,0.5,4096,10,1,0.9,0.5,5,none,10
S01580,0.5,4096,10,1,0.9,0.5,5,none,50
S01581,0.5,4096,10,1,0.9,0.5,5,full,1
S01582,0.5,4096,10,1,0.9,0.5,5,full,10
S01583,0.5,4096,10,1,0.9,0.5,5,full,50
S01584,0.5,4096,10,3,0.1,0.05,0,none,1
S01585,0.5,4096,10,3,0.1,0.05,0,none,10
S01586,0.5,4096,10,3,0.1,0.05,0,none,50
S01587,0.5,4096,10,3,0.1,0.05,0,full,1
S01588,0.5,4096,10,3,0.1,0.05,0,full,10
S01589,0.5,4096,10,3,0.1,0.05,0,full,50
S01590,0.5,4096,10,3,0.1,0.05,5,none,1
S01591,0.5,4096,10,3,0.1,0.05,5,none,10
S01592,0.5,4096,10,3,0.1,0.05,5,none,50
S01593,0.5,4096,10,3,0.1,0.05,5,full,1
S01594,0.5,4096,10,3,0.1,0.05,5,full,10
S01595,0.5,4096,10,3,0.1,0.05,5,full,50
S01596,0.5,4096,10,3,0.1,0.5,0,none,1
S01597,0.5,4096,10,3,0.1,0.5,0,none,10
S01598,0.5,4096,10,3,0.1,0.5,0,none,50
S01599,0.5,4096,10,3,0.1,0.5,0,full,1
S01600,0.5,4096,10,3,0.1,0.5,0,full,10
S01601,0.5,4096,10,3,0.1,0.5,0,full,50
S01602,0.5,4096,10,3,0.1,0.5,5,none,1
S01603,0.5,4096,10,3,0.1,0.5,5,none,10
S01604,0.5,4096,10,3,0.1,0.5,5,none,50
S01605,0.5,4096,10,3,0.1,0.5,5,full,1
S01606,0.5,4096,10,3,0.1,0.5,5,full,10
S01607,0.5,4096,10,3,0.1,0.5,5,full,50
S01608,0.5,4096,10,3,0.9,0.05,0,none,1
S01609,0.5,4096,10,3,0.9,0.05,0,none,10
S01610,0.5,4096,10,3,0.9,0.05,0,none,50
S01611,0.5,4096,10,3,0.9,0.05,0,full,1
S01612,0.5,4096,10,3,0.9,0.05,0,full,10
S01613,0.5,4096,10,3,0.9,0.05,0,full,50
S01614,0.5,4096,10,3,0.9,0.05,5,none,1
S01615,0.5,4096,10,3,0.9,0.05,5,none,10
S01616,0.5,4096,10,3,0.9,0.05,5,none,50
S01617,0.5,4096,10,3,0.9,0.05,5,full,1
S01618,0.5,4096,10,3,0.9,0.05,5,full,10
S01619,0.5,4096,10,3,0.9,0.05,5,full,50
S01620,0.5,4096,10,3,0.9,0.5,0,none,1
S01621,0.5,4096,10,3,0.9,0.5,0,none,10
S01622,0.5,4096,10,3,0.9,0.5,0,none,50
S01623,0.5,4096,10,3,0.9,0.5,0,full,1
S01624,0.5,4096,10,3,0.9,0.5,0,full,10
S01625,0.5,4096,10,3,0.9,0.5,0,full,50
S01626,0.5,4096,10,3,0.9,0.5,5,none,1
S01627,0.5,4096,10,3,0.9,0.5,5,none,10
S01628,0.5,4096,10,3,0.9,0.5,5,none,50
S01629,0.5,4096,10,3,0.9,0.5,5,full,1
S01630,0.5,4096,10,3,0.9,0.5,5,full,10
S01631,0.5,4096,10,3,0.9,0.5,5,full,50
S01632,0.5,4096,100,1,0.1,0.05,0,none,1
S01633,0.5,4096,100,1,0.1,0.05,0,none,10
S01634,0.5,4096,100,1,0.1,0.05,0,none,50
S01635,0.5,4096,100,1,0.1,0.05,0,full,1
S01636,0.5,4096,100,1,0.1,0.05,0,full,10
S01637,0.5,4096,100,1,0.1,0.05,0,full,50
S01638,0.5,4096,100,1,0.1,0.05,5,none,1
S01639,0.5,4096,100,1,0.1,0.05,5,none,10
S01640,0.5,4096,100,1,0.1,0.05,5,none,50
S01641,0.5,4096,100,1,0.1,0.05,5,full,1
S01642,0.5,4096,100,1,0.1,0.05,5,full,10
S01643,0.5,4096,100,1,0.1,0.05,5,full,50
S01644,0.5,4096,100,1,0.1,0.5,0,none,1
S01645,0.5,4096,100,1,0.1,0.5,0,none,10
S01646,0.5,4096,100,1,0.1,0.5,0,none,50
S01647,0.5,4096,100,1,0.1,0.5,0,full,1
S01648,0.5,4096,100,1,0.1,0.5,0,full,10
S01649,0.5,4096,100,1,0.1,0.5,0,full,50
S01650,0.5,4096,100,1,0.1,0.5,5,none,1
S01651,0.5,4096,100,1,0.1,0.5,5,none,10
S01652,0.5,4096,100,1,0.1,0.5,5,none,50
S01653,0.5,4096,100,1,0.1,0.5,5,full,1
S01654,0.5,4096,100,1,0.1,0.5,5,full,10
S01655,0.5,4096,100,1,0.1,0.5,5,full,50
S01656,0.5,4096,100,1,0.9,0.05,0,none,1
S01657,0.5,4096,100,1,0.9,0.05,0,none,10
S01658,0.5,4096,100,1,0.9,0.05,0,none,50
S01659,0.5,4096,100,1,0.9,0.05,0,full,1
S01660,0.5,4096,100,1,0.9,0.05,0,full,10
S01661,0.5,4096,100,1,0.9,0.05,0,full,50
S01662,0.5,4096,100,1,0.9,0.05,5,none,1
S01663,0.5,4096,100,1,0.9,0.05,5,none,10
S01664,0.5,4096,100,1,0.9,0.05,5,none,50
S01665,0.5,4096,100,1,0.9,0.05,5,full,1
S01666,0.5,4096,100,1,0.9,0.05,5,full,10
S01667,0.5,4096,100,1,0.9,0.05,5,full,50
S01668,0.5,4096,100,1,0.9,0.5,0,none,1
S01669,0.5,4096,100,1,0.9,0.5,0,none,10
S01670,0.5,4096,100,1,0.9,0.5,0,none,50
S01671,0.5,4096,100,1,0.9,0.5,0,full,1
S01672,0.5,4096,100,1,0.9,0.5,0,full,10
S01673,0.5,4096,100,1,0.9,0.5,0,full,50
S01674,0.5,4096,100,1,0.9,0.5,5,none,1
S01675,0.5,4096,100,1,0.9,0.5,5,none,10
S01676,0.5,4096,100,1,0.9,0.5,5,none,50
S01677,0.5,4096,100,1,0.9,0.5,5,full,1
S01678,0.5,4096,100,1,0.9,0.5,5,full,10
S01679,0.5,4096,100,1,0.9,0.5,5,full,50
S01680,0.5,4096,100,3,0.1,0.05,0,none,1
S01681,0.5,4096,100,3,0.1,0.05,0,none,10
S01682,0.5,4096,100,3,0.1,0.05,0,none,50
S01683,0.5,4096,100,3,0.1,0.05,0,full,1
S01684,0.5,4096,100,3,0.1,0.05,0,full,10
S01685,0.5,4096,100,3,0.1,0.05,0,full,50
S01686,0.5,4096,100,3,0.1,0.05,5,none,1
S01687,0.5,4096,100,3,0.1,0.05,5,none,10
S01688,0.5,4096,100,3,0.1,0.05,5,none,50
S01689,0.5,4096,100,3,0.1,0.05,5,full,1
S01690,0.5,4096,100,3,0.1,0.05,5,full,10
S01691,0.5,4096,100,3,0.1,0.05,5,full,50
S01692,0.5,4096,100,3,0.1,0.5,0,none,1
S01693,0.5,4096,100,3,0.1,0.5,0,none,10
S01694,0.5,4096,100,3,0.1,0.5,0,none,50
S01695,0.5,4096,100,3,0.1,0.5,0,full,1
S01696,0.5,4096,100,3,0.1,0.5,0,full,10
S01697,0.5,4096,100,3,0.1,0.5,0,full,50
S01698,0.5,4096,100,3,0.1,0.5,5,none,1
S01699,0.5,4096,100,3,0.1,0.5,5,none,10
S01700,0.5,4096,100,3,0.1,0.5,5,none,50
S01701,0.5,4096,100,3,0.1,0.5,5,full,1
S01702,0.5,4096,100,3,0.1,0.5,5,full,10
S01703,0.5,4096,100,3,0.1,0.5,5,full,50
S01704,0.5,4096,100,3,0.9,0.05,0,none,1
S01705,0.5,4096,100,3,0.9,0.05,0,none,10
S01706,0.5,4096,100,3,0.9,0.05,0,none,50
S01707,0.5,4096,100,3,0.9,0.05,0,full,1
S01708,0.5,4096,100,3,0.9,0.05,0,full,10
S01709,0.5,4096,100,3,0.9,0.05,0,full,50
S01710,0.5,4096,100,3,0.9,0.05,5,none,1
S01711,0.5,4096,100,3,0.9,0.05,5,none,10
S01712,0.5,4096,100,3,0.9,0.05,5,none,50
S01713,0.5,4096,100,3,0.9,0.05,5,full,1
S01714,0.5,4096,100,3,0.9,0.05,5,full,10
S01715,0.5,4096,100,3,0.9,0.05,5,full,50
S01716,0.5,4096,100,3,0.9,0.5,0,none,1
S01717,0.5,4096,100,3,0.9,0.5,0,none,10
S01718,0.5,4096,100,3,0.9,0.5,0,none,50
S01719,0.5,4096,100,3,0.9,0.5,0,full,1
S01720,0.5,4096,100,3,0.9,0.5,0,full,10
S01721,0.5,4096,100,3,0.9,0.5,0,full,50
S01722,0.5,4096,100,3,0.9,0.5,5,none,1
S01723,0.5,4096,100,3,0.9,0.5,5,none,10
S01724,0.5,4096,100,3,0.9,0.5,5,none,50
S01725,0.5,4096,100,3,0.9,0.5,5,full,1
S01726,0.5,4096,100,3,0.9,0.5,5,full,10
S01727,0.5,4096,100,3,0.9,0.5,5,full,50
S01728,0.5,4096,1000,1,0.1,0.05,0,none,1
S01729,0.5,4096,1000,1,0.1,0.05,0,none,10
S01730,0.5,4096,1000,1,0.1,0.05,0,none,50
S01731,0.5,4096,1000,1,0.1,0.05,0,full,1
S01732,0.5,4096,1000,1,0.1,0.05,0,full,10
S01733,0.5,4096,1000,1,0.1,0.05,0,full,50
S01734,0.5,4096,1000,1,0.1,0.05,5,none,1
S01735,0.5,4096,1000,1,0.1,0.05,5,none,10
S01736,0.5,4096,1000,1,0.1,0.05,5,none,50
S01737,0.5,4096,1000,1,0.1,0.05,5,full,1
S01738,0.5,4096,1000,1,0.1,0.05,5,full,10
S01739,0.5,4096,1000,1,0.1,0.05,5,full,50
S01740,0.5,4096,1000,1,0.1,0.5,0,none,1
S01741,0.5,4096,1000,1,0.1,0.5,0,none,10
S01742,0.5,4096,1000,1,0.1,0.5,0,none,50
S01743,0.5,4096,1000,1,0.1,0.5,0,full,1
S01744,0.5,4096,1000,1,0.1,0.5,0,full,10
S01745,0.5,4096,1000,1,0.1,0.5,0,full,50
S01746,0.5,4096,1000,1,0.1,0.5,5,none,1
S01747,0.5,4096,1000,1,0.1,0.5,5,none,10
S01748,0.5,4096,1000,1,0.1,0.5,5,none,50
S01749,0.5,4096,1000,1,0.1,0.5,5,full,1
S01750,0.5,4096,1000,1,0.1,0.5,5,full,10
S01751,0.5,4096,1000,1,0.1,0.5,5,full,50
S01752,0.5,4096,1000,1,0.9,0.05,0,none,1
S01753,0.5,4096,1000,1,0.9,0.05,0,none,10
S01754,0.5,4096,1000,1,0.9,0.05,0,none,50
S01755,0.5,4096,1000,1,0.9,0.05,0,full,1
S01756,0.5,4096,1000,1,0.9,0.05,0,full,10
S01757,0.5,4096,1000,1,0.9,0.05,0,full,50
S01758,0.5,4096,1000,1,0.9,0.05,5,none,1
S01759,0.5,4096,1000,1,0.9,0.05,5,none,10
S01760,0.5,4096,1000,1,0.9,0.05,5,none,50
S01761,0.5,4096,1000,1,0.9,0.05,5,full,1
S01762,0.5,4096,1000,1,0.9,0.05,5,full,10
S01763,0.5,4096,1000,1,0.9,0.05,5,full,50
S01764,0.5,4096,1000,1,0.9,0.5,0,none,1
S01765,0.5,4096,1000,1,0.9,0.5,0,none,10
S01766,0.5,4096,1000,1,0.9,0.5,0,none,50
S01767,0.5,4096,1000,1,0.9,0.5,0,full,1
S01768,0.5,4096,1000,1,0.9,0.5,0,full,10
S01769,0.5,4096,1000,1,0.9,0.5,0,full,50
S01770,0.5,4096,1000,1,0.9,0.5,5,none,1
S01771,0.5,4096,1000,1,0.9,0.5,5,none,10
S01772,0.5,4096,1000,1,0.9,0.5,5,none,50
S01773,0.5,4096,1000,1,0.9,0.5,5,full,1
S01774,0.5,4096,1000,1,0.9,0.5,5,full,10
S01775,0.5,4096,1000,1,0.9,0.5,5,full,50
S01776,0.5,4096,1000,3,0.1,0.05,0,none,1
S01777,0.5,4096,1000,3,0.1,0.05,0,none,10
S01778,0.5,4096,1000,3,0.1,0.05,0,none,50
S01779,0.5,4096,1000,3,0.1,0.05,0,full,1
S01780,0.5,4096,1000,3,0.1,0.05,0,full,10
S01781,0.5,4096,1000,3,0.1,0.05,0,full,50
S01782,0.5,4096,1000,3,0.1,0.05,5,none,1
S01783,0.5,4096,1000,3,0.1,0.05,5,none,10
S01784,0.5,4096,1000,3,0.1,0.05,5,none,50
S01785,0.5,4096,1000,3,0.1,0.05,5,full,1
S01786,0.5,4096,1000,3,0.1,0.05,5,full,10
S01787,0.5,4096,1000,3,0.1,0.05,5,full,50
S01788,0.5,4096,1000,3,0.1,0.5,0,none,1
S01789,0.5,4096,1000,3,0.1,0.5,0,none,10
S01790,0.5,4096,1000,3,0.1,0.5,0,none,50
S01791,0.5,4096,1000,3,0.1,0.5,0,full,1
S01792,0.5,4096,1000,3,0.1,0.5,0,full,10
S01793,0.5,4096,1000,3,0.1,0.5,0,full,50
S01794,0.5,4096,1000,3,0.1,0.5,5,none,1
S01795,0.5,4096,1000,3,0.1,0.5,5,none,10
S01796,0.5,4096,1000,3,0.1,0.5,5,none,50
S01797,0.5,4096,1000,3,0.1,0.5,5,full,1
S01798,0.5,4096,1000,3,0.1,0.5,5,full,10
S01799,0.5,4096,1000,3,0.1,0.5,5,full,50
S01800,0.5,4096,1000,3,0.9,0.05,0,none,1
S01801,0.5,4096,1000,3,0.9,0.05,0,none,10
S01802,0.5,4096,1000,3,0.9,0.05,0,none,50
S01803,0.5,4096,1000,3,0.9,0.05,0,full,1
S01804,0.5,4096,1000,3,0.9,0.05,0,full,10
S01805,0.5,4096,1000,3,0.9,0.05,0,full,50
S01806,0.5,4096,1000,3,0.9,0.05,5,none,1
S01807,0.5,4096,1000,3,0.9,0.05,5,none,10
S01808,0.5,4096,1000,3,0.9,0.05,5,none,50
S01809,0.5,4096,1000,3,0.9,0.05,5,full,1
S01810,0.5,4096,1000,3,0.9,0.05,5,full,10
S01811,0.5,4096,1000,3,0.9,0.05,5,full,50
S01812,0.5,4096,1000,3,0.9,0.5,0,none,1
S01813,0.5,4096,1000,3,0.9,0.5,0,none,10
S01814,0.5,4096,1000,3,0.9,0.5,0,none,50
S01815,0.5,4096,1000,3,0.9,0.5,0,full,1
S01816,0.5,4096,1000,3,0.9,0.5,0,full,10
S01817,0.5,4096,1000,3,0.9,0.5,0,full,50
S01818,0.5,4096,1000,3,0.9,0.5,5,none,1
S01819,0.5,4096,1000,3,0.9,0.5,5,none,10
S01820,0.5,4096,1000,3,0.9,0.5,5,none,50
S01821,0.5,4096,1000,3,0.9,0.5,5,full,1
S01822,0.5,4096,1000,3,0.9,0.5,5,full,10
S01823,0.5,4096,1000,3,0.9,0.5,5,full,50
S01824,0.5,4096,5000,1,0.1,0.05,0,none,1
S01825,0.5,4096,5000,1,0.1,0.05,0,none,10
S01826,0.5,4096,5000,1,0.1,0.05,0,none,50
S01827,0.5,4096,5000,1,0.1,0.05,0,full,1
S01828,0.5,4096,5000,1,0.1,0.05,0,full,10
S01829,0.5,4096,5000,1,0.1,0.05,0,full,50
S01830,0.5,4096,5000,1,0.1,0.05,5,none,1
S01831,0.5,4096,5000,1,0.1,0.05,5,none,10
S01832,0.5,4096,5000,1,0.1,0.05,5,none,50
S01833,0.5,4096,5000,1,0.1,0.05,5,full,1
S01834,0.5,4096,5000,1,0.1,0.05,5,full,10
S01835,0.5,4096,5000,1,0.1,0.05,5,full,50
S01836,0.5,4096,5000,1,0.1,0.5,0,none,1
S01837,0.5,4096,5000,1,0.1,0.5,0,none,10
S01838,0.5,4096,5000,1,0.1,0.5,0,none,50
S01839,0.5,4096,5000,1,0.1,0.5,0,full,1
S01840,0.5,4096,5000,1,0.1,0.5,0,full,10
S01841,0.5,4096,5000,1,0.1,0.5,0,full,50
S01842,0.5,4096,5000,1,0.1,0.5,5,none,1
S01843,0.5,4096,5000,1,0.1,0.5,5,none,10
S01844,0.5,4096,5000,1,0.1,0.5,5,none,50
S01845,0.5,4096,5000,1,0.1,0.5,5,full,1
S01846,0.5,4096,5000,1,0.1,0.5,5,full,10
S01847,0.5,4096,5000,1,0.1,0.5,5,full,50
S01848,0.5,4096,5000,1,0.9,0.05,0,none,1
S01849,0.5,4096,5000,1,0.9,0.05,0,none,10
S01850,0.5,4096,5000,1,0.9,0.05,0,none,50
S01851,0.5,4096,5000,1,0.9,0.05,0,full,1
S01852,0.5,4096,5000,1,0.9,0.05,0,full,10
S01853,0.5,4096,5000,1,0.9,0.05,0,full,50
S01854,0.5,4096,5000,1,0.9,0.05,5,none,1
S01855,0.5,4096,5000,1,0.9,0.05,5,none,10
S01856,0.5,4096,5000,1,0.9,0.05,5,none,50
S01857,0.5,4096,5000,1,0.9,0.05,5,full,1
S01858,0.5,4096,5000,1,0.9,0.05,5,full,10
S01859,0.5,4096,5000,1,0.9,0.05,5,full,50
S01860,0.5,4096,5000,1,0.9,0.5,0,none,1
S01861,0.5,4096,5000,1,0.9,0.5,0,none,10
S01862,0.5,4096,5000,1,0.9,0.5,0,none,50
S01863,0.5,4096,5000,1,0.9,0.5,0,full,1
S01864,0.5,4096,5000,1,0.9,0.5,0,full,10
S01865,0.5,4096,5000,1,0.9,0.5,0,full,50
S01866,0.5,4096,5000,1,0.9,0.5,5,none,1
S01867,0.5,4096,5000,1,0.9,0.5,5,none,10
S01868,0.5,4096,5000,1,0.9,0.5,5,none,50
S01869,0.5,4096,5000,1,0.9,0.5,5,full,1
S01870,0.5,4096,5000,1,0.9,0.5,5,full,10
S01871,0.5,4096,5000,1,0.9,0.5,5,full,50
S01872,0.5,4096,5000,3,0.1,0.05,0,none,1
S01873,0.5,4096,5000,3,0.1,0.05,0,none,10
S01874,0.5,4096,5000,3,0.1,0.05,0,none,50
S01875,0.5,4096,5000,3,0.1,0.05,0,full,1
S01876,0.5,4096,5000,3,0.1,0.05,0,full,10
S01877,0.5,4096,5000,3,0.1,0.05,0,full,50
S01878,0.5,4096,5000,3,0.1,0.05,5,none,1
S01879,0.5,4096,5000,3,0.1,0.05,5,none,10
S01880,0.5,4096,5000,3,0.1,0.05,5,none,50
S01881,0.5,4096,5000,3,0.1,0.05,5,full,1
S01882,0.5,4096,5000,3,0.1,0.05,5,full,10
S01883,0.5,4096,5000,3,0.1,0.05,5,full,50
S01884,0.5,4096,5000,3,0.1,0.5,0,none,1
S01885,0.5,4096,5000,3,0.1,0.5,0,none,10
S01886,0.5,4096,5000,3,0.1,0.5,0,none,50
S01887,0.5,4096,5000,3,0.1,0.5,0,full,1
S01888,0.5,4096,5000,3,0.1,0.5,0,full,10
S01889,0.5,4096,5000,3,0.1,0.5,0,full,50
S01890,0.5,4096,5000,3,0.1,0.5,5,none,1
S01891,0.5,4096,5000,3,0.1,0.5,5,none,10
S01892,0.5,4096,5000,3,0.1,0.5,5,none,50
S01893,0.5,4096,5000,3,0.1,0.5,5,full,1
S01894,0.5,4096,5000,3,0.1,0.5,5,full,10
S01895,0.5,4096,5000,3,0.1,0.5,5,full,50
S01896,0.5,4096,5000,3,0.9,0.05,0,none,1
S01897,0.5,4096,5000,3,0.9,0.05,0,none,10
S01898,0.5,4096,5000,3,0.9,0.05,0,none,50
S01899,0.5,4096,5000,3,0.9,0.05,0,full,1
S01900,0.5,4096,5000,3,0.9,0.05,0,full,10
S01901,0.5,4096,5000,3,0.9,0.05,0,full,50
S01902,0.5,4096,5000,3,0.9,0.05,5,none,1
S01903,0.5,4096,5000,3,0.9,0.05,5,none,10
S01904,0.5,4096,5000,3,0.9,0.05,5,none,50
S01905,0.5,4096,5000,3,0.9,0.05,5,full,1
